"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"NCAA","Kyle Haines","DY+4","18588/kyle-haines","D","2010","30","0.1000","0.0000","0.1000","1","2","0","3","0","0","1","0","0","0","1","0","0.00","0","0.00","0","0.00","1","3","5","0.1667","33.33","13","19","40.63","- 1.54","35","48","17.93","0.3347","1987-09-26","22.97","23.26","17","LSS","6'00","L","2006","-","-","-",""
"NCAA","Brent Gwidt","DY+4","19161/brent-gwidt","F","2010","30","0.1000","0.0000","0.1000","2","1","2","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","3","5","0.1667","66.67","11","10","52.38","1.81","44","43","11.54","0.5198","1988-02-20","22.57","22.86","25","UNO","6'02","L","2006","WSH (2006) - #157","WSH","-",""
"NCAA","Ryan Watson","DY+4","19232/ryan-watson","F","2010","20","0.1000","0.0000","0.1000","2","0","0","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","2","2","0.1000","100.00","3","7","30.00","- 17.83","22","24","10.97","0.5472","1988-03-01","22.54","22.83","15","WMU","6'01","L","2006","FLA (2007) - #191","FLA","-",""
"NCAA","Dan Lawson","DY+4","19906/dan-lawson","D","2010","30","0.0667","0.0333","0.1000","1","1","1","2","0","1","2","1","0","0","0","0","0.00","0","0.00","0","0.00","1","3","6","0.2000","33.33","13","23","36.11","- 17.08","50","44","18.43","0.3256","1988-06-28","22.21","22.51","28","VER","6'03","L","2006","-","-","-",""
"NCAA","Zach Davies","DY+4","19925/zach-davies","D","2010","40","0.0500","0.0500","0.1000","1","1","3","2","1","1","7","2","0","0","0","0","0.00","0","0.00","0","0.00","2","4","14","0.3500","50.00","29","27","51.79","3.79","48","52","21.63","0.2775","1988-07-01","22.21","22.50","3","QUI","6'00","L","2006","-","-","-",""
"NCAA","Jason Beattie","DY+4","20247/jason-beattie","D","2010","30","0.0667","0.0333","0.1000","1","1","2","2","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","2","3","5","0.1667","66.67","22","21","51.16","6.95","42","53","19.13","0.3137","1988-09-13","22.01","22.30","3","NIA","6'03","R","2006","-","-","-",""
"NCAA","Scott Jenks","DY+3","20939/scott-jenks","D","2010","30","0.0667","0.0333","0.1000","1","1","1","2","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","1","3","4","0.1333","33.33","29","21","58.00","7.35","39","38","18.24","0.3289","1989-02-20","21.57","21.86","3","CNS","5'10","L","2007","-","-","-",""
"NCAA","David Brownschidle","DY+3","21512/david-brownschidle","F","2010","30","0.1000","0.0000","0.1000","2","1","1","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","3","4","0.1333","66.67","4","6","40.00","- 6.49","53","61","9.64","0.6225","1989-05-23","21.31","21.61","19","BRN","6'01","R","2007","-","-","-",""
"OHL","Stephen Francella","DY+2","22502/stephen-francella","F","2010","30","0.1000","0.0000","0.1000","1","2","1","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","3","4","0.1333","33.33","6","16","27.27","- 26.13","55","48","10.86","0.5523","1990-01-16","20.66","20.96","28","SAG","-","L","2008","-","-","-",""
"OHL","Tim Billingsley","DY+2","22515/tim-billingsley","D","2010","60","0.1000","0.0000","0.1000","2","4","4","6","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","6","10","0.1667","33.33","30","32","48.39","- 15.76","102","57","16.18","0.3707","1990-01-17","20.66","20.96","6","MISS","-","R","2008","ARI (2008) - #189","ARI","-",""
"WHL","Colin Archer","DY+2","22612/colin-archer","D","2010","70","0.0714","0.0286","0.1000","3","2","7","5","1","1","2","2","0","0","0","0","0.00","0","0.00","0","0.00","4","7","16","0.2286","57.14","50","53","48.54","1.71","74","84","17.75","0.3379","1990-01-31","20.63","20.92","6","RD","-","L","2008","-","-","-",""
"WHL","Jordan Hale","DY+2","22716/jordan-hale","D","2010","70","0.0714","0.0143","0.1000","3","2","4","5","0","1","0","1","1","0","0","0","0.00","0","0.00","0","0.00","4","7","11","0.1571","50.00","29","25","53.70","- 11.48","191","102","12.51","0.4795","1990-02-12","20.59","20.89","22","BDN","-","L","2008","-","-","-",""
"QMJHL","Eric Bonawitz","DY+1","24341/eric-bonawitz","D","2010","40","0.1000","0.0000","0.1000","1","3","1","4","0","0","0","0","0","0","0","0","0.00","0","0.00","16","6.25","1","4","5","0.1250","25.00","21","21","50.00","8.11","62","86","14.72","0.4075","1990-12-30","19.71","20.00","42","LEW","-","R","2009","-","-","-",""
"QMJHL","Samuel Finn","DY+1","24574/samuel-finn","D","2010","60","0.0500","0.0333","0.1000","2","1","3","3","0","2","1","2","0","1","1","0","0.00","0","0.00","48","4.17","2","6","11","0.1833","40.00","40","63","38.83","- 6.67","91","109","19.87","0.3019","1991-01-31","19.63","19.92","6","LEW","-","L","2009","-","-","-",""
"QMJHL","Jean Sebastien Fournier","DY+1","25686/jean-sebastien-fournier","D","2010","60","0.0833","0.0167","0.1000","2","3","4","5","0","1","3","1","0","0","0","0","0.00","0","0.00","43","4.65","2","6","13","0.2167","33.33","29","31","48.33","- 14.73","111","65","15.24","0.3938","1991-07-23","19.14","19.44","22","CAP","-","R","2009","-","-","-",""
"WHL","Greg Fraser","DY","27227/greg-fraser","F","2010","60","0.0667","0.0333","0.1000","4","0","1","4","2","0","0","2","0","0","0","0","0.00","0","0.00","0","0.00","6","6","7","0.1167","100.00","8","44","15.38","- 23.95","83","128","11.45","0.5239","1992-05-05","18.36","18.66","9","PG","-","L","2010","-","-","-",""
"QMJHL","Benjamin Martin","DY","27314/benjamin-martin","F","2010","20","0.1000","0.0000","0.1000","1","1","0","2","0","0","0","0","0","0","0","0","0.00","0","0.00","8","12.50","1","2","2","0.1000","50.00","4","2","66.67","20.27","45","52","8.87","0.6765","1992-05-15","18.33","18.63","84","QUE","-","L","2010","-","-","-",""
"QMJHL","Jeremie Janneteau","DY","27439/jeremie-janneteau","F","2010","30","0.1000","0.0000","0.1000","2","1","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","24","8.33","2","3","3","0.1000","66.67","6","8","42.86","- 3.36","55","64","9.63","0.6234","1992-06-04","18.28","18.58","27","PEI","-","L","2010","-","-","-",""
"WHL","Seth Swenson","DY-1","29187/seth-swenson","F","2010","40","0.1000","0.0000","0.1000","1","3","0","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","4","4","0.1000","25.00","6","13","31.58","- 24.59","91","71","9.60","0.6253","1993-04-17","17.41","17.71","23","POR","-","R","2011","-","-","-",""
"WHL","Tanner Mort","DY-1","29271/tanner-mort","D","2010","30","0.1000","0.0000","0.1000","0","3","2","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","3","5","0.1667","0.00","11","13","45.83","- 12.50","63","45","13.24","0.4532","1993-04-29","17.38","17.67","5","SPO","-","L","2011","-","-","-",""
"WHL","Joshua Winquist","DY-1","29958/joshua-winquist","F","2010","50","0.0800","0.0200","0.1000","3","1","1","4","0","1","1","1","0","0","0","0","0.00","0","0.00","0","0.00","3","5","7","0.1400","60.00","13","12","52.00","- 14.91","93","46","10.27","0.5840","1993-09-06","17.03","17.32","13","EVT","-","L","2011","-","-","-",""
"SHL","Sanny Lindstrom","DY+12","6082/sanny-lindstrom","D","2010","50","0.0800","0.0200","0.1000","2","2","4","4","1","0","0","1","0","0","0","45","4.44","9","11.11","55","5.45","3","5","9","0.1800","60.00","25","28","47.17","- 1.08","55","59","19.70","0.3046","1979-12-24","30.73","31.02","8","FBK","6'01","L","1998","COL (1999) - #112","COL","-",""
"AHL","Brandon Rogers","DY+10","9363/brandon-rogers","D","2010","60","0.0833","0.0167","0.1000","2","3","2","5","1","0","0","1","0","0","0","0","0.00","0","0.00","61","4.92","3","6","8","0.1333","50.00","24","32","42.86","- 6.02","87","91","16.83","0.3566","1982-02-27","28.55","28.84","28","HOU","6'01","R","2000","ANA (2001) - #118","ANA","-",""
"WHL","Rasmus Rissanen","DY+1","25632/rasmus-rissanen","D","2010","71","0.0282","0.0704","0.0986","0","2","5","2","4","1","3","5","0","0","0","0","0.00","0","0.00","0","0.00","4","7","15","0.2113","57.14","53","35","60.23","- 7.26","110","53","16.81","0.3519","1991-07-13","19.17","19.47","8","EVT","-","L","2009","CAR (2009) - #178","CAR","-",""
"WHL","Justin Weller","DY+1","25700/justin-weller","D","2010","71","0.0845","0.0000","0.0986","1","5","1","6","0","0","0","0","1","0","1","0","0.00","0","0.00","0","0.00","2","7","9","0.1268","16.67","38","43","46.91","- 1.23","91","98","15.78","0.3748","1991-07-26","19.14","19.43","26","RD","-","R","2009","ARI (2009) - #105","ARI","-",""
"AHL","Jared Nightingale","DY+9","10345/jared-nightingale","D","2010","51","0.0980","0.0000","0.0980","3","2","3","5","0","0","0","0","0","0","1","0","0.00","0","0.00","48","6.25","3","5","9","0.1765","60.00","26","29","47.27","1.36","73","86","16.91","0.3479","1982-10-03","27.95","28.24","27","HFD","6'03","R","2001","-","-","-",""
"AHL","Travis Gawryletz","DY+6","15402/travis-gawryletz","D","2010","51","0.0980","0.0000","0.0980","2","3","7","5","0","0","0","0","0","0","0","0","0.00","0","0.00","53","3.77","2","5","12","0.2353","40.00","39","29","57.35","9.64","73","80","17.95","0.3277","1985-11-02","24.87","25.16","44","LE","6'02","R","2004","PHI (2004) - #253","PHI","-",""
"AHL","Matt Cohen","DY+6","15419/matt-cohen","D","2010","51","0.0392","0.0392","0.0980","1","1","1","2","1","1","1","2","0","1","0","0","0.00","0","0.00","40","5.00","2","5","7","0.1373","50.00","26","32","44.83","- 5.90","70","68","17.96","0.3276","1985-11-08","24.85","25.15","6","LOW","6'01","R","2004","-","-","-",""
"OHL","Simon Gronvaldt","DY+1","24565/simon-gronvaldt","D","2010","51","0.0588","0.0392","0.0980","1","2","4","3","0","2","3","2","0","0","0","0","0.00","0","0.00","0","0.00","1","5","12","0.2353","20.00","38","28","57.58","2.61","83","68","17.59","0.3345","1991-01-30","19.63","19.92","3","BAR/NIAG","-","R","2009","-","-","-",""
"SHL","Baptiste Amar","DY+12","5987/baptiste-amar","D","2010","51","0.0588","0.0392","0.0980","1","2","1","3","1","1","1","2","0","0","0","36","2.78","16","6.25","53","3.77","2","5","7","0.1373","40.00","19","36","34.55","- 5.02","55","84","17.93","0.3280","1979-11-11","30.84","31.14","27","RBK","6'00","L","1998","-","-","-",""
"AHL","John De Gray","DY+4","19319/john-de-gray","D","2010","41","0.0976","0.0000","0.0976","1","3","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","36","2.78","1","4","6","0.1463","25.00","25","27","48.08","- 4.51","61","55","17.12","0.3419","1988-03-14","22.50","22.80","45","RCH","6'04","L","2006","ANA (2006) - #83","ANA","-",""
"WHL","Taylor Orser","DY+2","23450/taylor-orser","F","2010","41","0.0732","0.0244","0.0976","1","2","0","3","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","1","4","4","0.0976","25.00","6","18","25.00","- 14.38","63","97","9.99","0.5862","1990-05-24","20.31","20.60","24","PG","-","R","2008","-","-","-",""
"WHL","Cole Grbavac","DY+1","25666/cole-grbavac","F","2010","41","0.0976","0.0000","0.0976","2","2","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","4","6","0.1463","50.00","10","12","45.45","- 12.93","87","62","9.98","0.5866","1991-07-20","19.15","19.45","14","KAM/MH","-","R","2009","-","-","-",""
"QMJHL","Mathieu Lizotte","DY","26830/mathieu-lizotte","D","2010","41","0.0976","0.0000","0.0976","0","4","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","10","0.00","0","4","6","0.1463","0.00","14","26","35.00","- 2.35","62","104","13.13","0.4459","1992-03-08","18.52","18.81","5","BAC","-","R","2010","-","-","-",""
"QMJHL","Pierre Alexandre Ouellet","DY","26936/pierre-alexandre-ouellet","F","2010","41","0.0976","0.0000","0.0976","3","1","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","19","15.79","3","4","6","0.1463","75.00","12","15","44.44","- 2.89","80","89","9.93","0.5895","1992-03-23","18.48","18.77","89","RIM","-","L","2010","-","-","-",""
"WHL","Joey Kornelsen","DY-1","28428/joey-kornelsen","F","2010","41","0.0732","0.0244","0.0976","1","2","1","3","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","2","4","5","0.1220","50.00","5","15","25.00","- 28.67","95","82","9.59","0.6102","1993-01-09","17.68","17.98","22","MJ","-","L","2011","-","-","-",""
"WHL","Mitch McColm","DY+3","21557/mitch-mccolm","D","2010","72","0.0972","0.0000","0.0972","3","4","5","7","0","0","1","0","0","0","1","0","0.00","0","0.00","0","0.00","3","7","14","0.1944","42.86","55","71","43.65","- 7.96","96","90","17.84","0.3271","1989-05-31","21.29","21.58","5","CWK/REG","-","R","2007","-","-","-",""
"NCAA","Jesse Echternach","DY+6","16498/jesse-echternach","F","2010","31","0.0968","0.0000","0.0968","2","1","1","3","0","0","1","0","0","0","0","0","0.00","0","0.00","0","0.00","2","3","5","0.1613","66.67","8","8","50.00","- 2.14","61","56","11.87","0.4894","1986-06-06","24.28","24.57","16","MRC","5'11","L","2004","-","-","-",""
"NCAA","Jake Klancher","DY+5","17702/jake-klancher","F","2010","31","0.0968","0.0000","0.0968","0","3","3","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","3","6","0.1935","0.00","7","10","41.18","- 16.72","55","40","10.75","0.5400","1987-03-13","23.51","23.80","28","STL","6'03","L","2005","-","-","-",""
"QMJHL","Alex MacDonald","DY+1","25539/alex-macdonald","D","2010","31","0.0645","0.0323","0.0968","0","2","4","2","0","1","0","1","0","0","0","0","0.00","0","0.00","12","0.00","0","3","7","0.2258","0.00","21","20","51.22","- 8.08","51","35","15.77","0.3681","1991-06-25","19.22","19.52","26","HAL/MON","-","R","2009","-","-","-",""
"NCAA","Paul Phillips","DY+1","25642/paul-phillips","D","2010","31","0.0645","0.0323","0.0968","0","2","0","2","0","1","1","1","0","0","0","0","0.00","0","0.00","0","0.00","0","3","4","0.1290","0.00","19","16","54.29","- 2.86","48","36","16.88","0.3440","1991-07-16","19.16","19.46","7","DEN","6'01","L","2009","CHI (2009) - #195","CHI","-",""
"WHL","Codey Ito","DY","26130/codey-ito","F","2010","62","0.0806","0.0161","0.0968","1","4","1","5","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","2","6","7","0.1129","33.33","13","26","33.33","- 14.67","96","104","10.50","0.5529","1991-11-11","18.84","19.14","12","KEL","-","L","2010","-","-","-",""
"SHL","Oscar Hedman","DY+6","16256/oscar-hedman","D","2010","52","0.0769","0.0192","0.0962","2","2","2","4","0","1","0","1","0","0","0","43","4.65","7","0.00","50","4.00","2","5","7","0.1346","40.00","23","29","44.23","- 12.91","84","63","15.53","0.3714","1986-04-21","24.40","24.69","41","FRO","6'00","L","2004","WSH (2004) - #132","WSH","-",""
"AHL","Drew Schiestel","DY+3","21034/drew-schiestel","D","2010","52","0.0962","0.0000","0.0962","1","4","7","5","0","0","0","0","0","0","0","0","0.00","0","0.00","47","2.13","1","5","12","0.2308","20.00","37","31","54.41","2.21","71","65","17.15","0.3365","1989-03-09","21.52","21.81","44","POR","6'01","L","2007","BUF (2007) - #59","BUF","-",""
"QMJHL","Jason Rajotte","DY","26908/jason-rajotte","F","2010","52","0.0769","0.0192","0.0962","2","2","3","4","0","1","0","1","0","0","0","0","0.00","0","0.00","34","5.88","2","5","8","0.1538","40.00","11","14","44.00","- 11.82","139","110","9.30","0.6202","1992-03-19","18.49","18.78","89","QUE","-","R","2010","-","-","-",""
"AHL","Neil Petruic","DY+10","10080/neil-petruic","D","2010","42","0.0952","0.0000","0.0952","2","2","1","4","0","0","0","0","0","0","1","0","0.00","0","0.00","44","4.55","2","4","6","0.1429","50.00","24","39","38.10","- 6.56","46","57","18.56","0.3080","1982-07-20","28.15","28.45","3","BNG/MTB","6'01","L","2000","OTT (2001) - #235","OTT","-",""
"SHL","Daniel Sondell","DY+8","12637/daniel-sondell","D","2010","42","0.0714","0.0000","0.0952","1","2","5","3","0","0","1","0","1","0","0","55","1.82","6","0.00","64","3.13","2","4","10","0.2381","33.33","31","37","45.59","- 14.64","53","35","20.07","0.2848","1984-03-01","26.54","26.83","44","MODO","6'00","L","2002","-","-","-",""
"SHL","Andreas Pihl","DY+19","1468/andreas-pihl","D","2010","42","0.0952","0.0000","0.0952","1","3","1","4","0","0","0","0","0","0","0","37","2.70","2","0.00","42","2.38","1","4","5","0.1190","25.00","24","17","58.54","1.93","60","46","17.47","0.3272","1973-02-25","37.56","37.85","2","LHC","6'04","L","1991","-","-","-",""
"NCAA","JJ Koehler","DY+7","15237/j.j.-koehler","F","2010","21","0.0952","0.0000","0.0952","2","0","1","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","2","3","0.1429","100.00","7","10","41.18","- 12.45","37","32","12.20","0.4683","1985-09-09","25.02","25.31","13","UNO","5'06","L","2003","-","-","-",""
"AHL","Tim Miller","DY+5","17661/tim-miller","F","2010","21","0.0952","0.0000","0.0952","1","1","0","2","0","0","0","0","0","0","0","0","0.00","0","0.00","15","6.67","1","2","2","0.0952","50.00","3","7","30.00","- 11.18","28","40","9.98","0.5728","1987-03-06","23.53","23.82","20","SYR","6'01","L","2005","-","-","-",""
"NCAA","Brett Barta","DY+5","17821/brett-barta","D","2010","21","0.0952","0.0000","0.0952","1","1","2","2","0","0","0","0","0","0","1","0","0.00","0","0.00","0","0.00","1","2","5","0.2381","50.00","14","8","63.64","13.64","25","25","18.20","0.3140","1987-04-03","23.45","23.74","6","STC","6'01","-","2005","-","-","-",""
"NCAA","Mark Williams","DY+5","18284/mark-williams","D","2010","21","0.0952","0.0000","0.0952","0","2","2","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","2","4","0.1905","0.00","8","11","42.11","- 11.60","29","25","15.36","0.3720","1987-07-04","23.20","23.49","2","AFA","5'11","R","2005","-","-","-",""
"NCAA","Nate Hennig","DY+4","20197/nate-hennig","F","2010","21","0.0952","0.0000","0.0952","1","1","4","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","2","6","0.2857","50.00","8","7","53.33","- 4.29","34","25","11.88","0.4810","1988-09-02","22.04","22.33","21","FSU","6'00","L","2006","-","-","-",""
"NCAA","James McIntosh","DY+3","21500/james-mcintosh","F","2010","21","0.0000","0.0952","0.0952","0","0","2","0","1","1","0","2","0","0","0","0","0.00","0","0.00","0","0.00","1","2","4","0.1905","50.00","5","9","35.71","2.96","19","39","11.41","0.5009","1989-05-21","21.32","21.61","17","BGS","6'01","L","2007","-","-","-",""
"NCAA","Scott Winkler","DY+2","22786/scott-winkler","F","2010","21","0.0952","0.0000","0.0952","1","1","0","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","2","2","0.0952","50.00","4","10","28.57","- 25.71","38","32","10.64","0.5372","1990-02-22","20.56","20.86","5","CC","6'03","R","2008","DAL (2008) - #89","DAL","-",""
"OHL","Craig Moore","DY+1","24682/craig-moore","F","2010","42","0.0952","0.0000","0.0952","1","3","4","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","4","8","0.1905","25.00","14","13","51.85","0.63","63","60","11.67","0.4896","1991-02-14","19.59","19.88","12","BRA","-","L","2009","-","-","-",""
"OHL","Nick Trecapelli","DY","25981/nick-trecapelli","D","2010","63","0.0635","0.0317","0.0952","2","2","5","4","1","1","2","2","0","0","1","0","0.00","0","0.00","0","0.00","3","6","14","0.2222","50.00","39","56","41.05","- 10.71","103","96","16.81","0.3399","1991-09-29","18.96","19.26","2","SAG/SBY","-","R","2010","-","-","-",""
"OHL","Victor Terreri","DY","26014/victor-terreri","F","2010","42","0.0952","0.0000","0.0952","1","3","3","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","4","7","0.1667","25.00","11","20","35.48","- 1.74","67","113","10.59","0.5397","1991-10-08","18.94","19.23","26","OSH","-","R","2010","-","-","-",""
"QMJHL","Charles Antoine Roy","DY","26473/charles-antoine-roy","F","2010","42","0.0952","0.0000","0.0952","3","1","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","17","17.65","3","4","6","0.1429","75.00","11","16","40.74","- 8.98","90","91","9.64","0.5925","1992-01-23","18.64","18.94","25","RIM","-","L","2010","-","-","-",""
"WHL","Greg Lamoureux","DY","26847/greg-lamoureux","F","2010","42","0.0952","0.0000","0.0952","1","3","0","4","0","0","1","0","0","0","0","0","0.00","0","0.00","0","0.00","1","4","5","0.1190","25.00","7","10","41.18","- 13.79","83","68","9.29","0.6154","1992-03-10","18.51","18.81","17","VAN","-","R","2010","-","-","-",""
"WHL","Connor Cox","DY","27682/connor-cox","D","2010","42","0.0476","0.0476","0.0952","0","2","5","2","1","1","6","2","0","0","0","0","0.00","0","0.00","0","0.00","1","4","15","0.3571","25.00","29","28","50.88","- 1.41","80","73","15.38","0.3716","1992-07-18","18.16","18.45","7","MJ","-","L","2010","-","-","-",""
"WHL","Emerson Hrynyk","DY","27925/emerson-hrynyk","D","2010","42","0.0952","0.0000","0.0952","2","2","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","4","6","0.1429","50.00","27","17","61.36","12.49","65","68","14.38","0.3973","1992-09-09","18.02","18.31","5","PA","-","R","2010","-","-","-",""
"WHL","Travis Ewanyk","DY-1","29050/travis-ewanyk","F","2010","42","0.0952","0.0000","0.0952","1","3","1","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","4","5","0.1190","25.00","14","22","38.89","- 4.77","62","80","11.60","0.4926","1993-03-29","17.46","17.76","21","EDM","-","L","2011","EDM (2011) - #74","EDM","-",""
"WHL","Djay McGrath","DY","27502/djay-mcgrath","F","2010","53","0.0755","0.0189","0.0943","2","2","0","4","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","2","5","5","0.0943","40.00","8","3","72.73","6.78","122","63","8.53","0.6640","1992-06-13","18.26","18.55","24","EVT","-","R","2010","-","-","-",""
"OHL","Mitch Theoret","DY-1","29524/mitch-theoret","F","2010","53","0.0943","0.0000","0.0943","2","3","3","5","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","5","8","0.1509","40.00","12","14","46.15","- 5.74","96","89","9.89","0.5721","1993-06-08","17.27","17.56","23","NIAG","-","L","2011","NYI (2011) - #185","NYI","-",""
"AHL","Ethan Graham","DY+10","10125/ethan-graham","D","2010","32","0.0938","0.0000","0.0938","2","1","4","3","0","0","0","0","0","0","0","0","0.00","0","0.00","26","7.69","2","3","7","0.2188","66.67","24","28","46.15","- 3.31","46","47","18.69","0.3009","1982-08-01","28.12","28.42","21","MIL/NOR/TEX","6'02","L","2000","-","-","-",""
"AHL","Tyler Shelast","DY+7","13842/tyler-shelast","F","2010","32","0.0938","0.0000","0.0938","2","1","1","3","0","0","1","0","0","0","0","0","0.00","0","0.00","19","10.53","2","3","5","0.1563","66.67","4","15","21.05","- 32.95","54","46","10.65","0.5280","1984-12-26","25.72","26.01","19","TEX","6'01","R","2003","-","-","-",""
"AHL","Mark Mitera","DY+4","18638/mark-mitera","D","2010","32","0.0938","0.0000","0.0938","0","3","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","26","0.00","0","3","3","0.0938","0.00","18","18","50.00","4.79","33","40","17.72","0.3175","1987-10-22","22.90","23.19","5","ABB/SA","6'03","L","2006","ANA (2006) - #19","ANA","-",""
"NCAA","Alex MacLeod","DY+4","18835/alex-macleod","F","2010","32","0.0938","0.0000","0.0938","2","1","1","3","0","0","1","0","0","0","0","0","0.00","0","0.00","0","0.00","2","3","5","0.1563","66.67","13","17","43.33","13.45","26","61","14.60","0.3854","1987-12-16","22.75","23.04","18","MTU","6'00","R","2006","-","-","-",""
"NCAA","Nick Canzanello","DY+4","19050/nick-canzanello","D","2010","32","0.0938","0.0000","0.0938","2","1","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","3","3","0.0938","66.67","15","11","57.69","8.80","44","46","14.08","0.3995","1988-02-02","22.62","22.91","2","MNS","5'11","L","2006","-","-","-",""
"NCAA","Greg Manz","DY+4","19767/greg-manz","F","2010","32","0.0938","0.0000","0.0938","2","1","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","3","3","0.0938","66.67","5","9","35.71","- 16.73","75","68","9.28","0.6061","1988-05-26","22.30","22.60","7","UNH","6'01","L","2006","-","-","-",""
"NCAA","Daniel Barczuk","DY+4","19830/daniel-barczuk","F","2010","32","0.0938","0.0000","0.0938","2","1","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","3","3","0.0938","66.67","10","20","33.33","- 5.84","38","59","12.79","0.4398","1988-06-09","22.27","22.56","25","LSS","6'00","L","2006","-","-","-",""
"NCAA","Matt Grassi","DY+3","21024/matt-grassi","D","2010","32","0.0625","0.0313","0.0938","0","2","1","2","1","0","1","1","0","0","0","0","0.00","0","0.00","0","0.00","1","3","5","0.1563","33.33","15","14","51.72","- 3.15","45","37","15.82","0.3555","1989-03-07","21.52","21.82","23","MSU","6'03","R","2007","-","-","-",""
"NCAA","Evan Witt","DY+2","22302/evan-witt","F","2010","32","0.0313","0.0625","0.0938","1","0","1","1","0","2","0","2","0","0","0","0","0.00","0","0.00","0","0.00","1","3","4","0.1250","33.33","6","13","31.58","0.33","30","66","11.07","0.5079","1989-11-27","20.80","21.09","29","MTU","5'11","R","2008","-","-","-",""
"WHL","Nick Bell","DY+2","22668/nick-bell","D","2010","32","0.0313","0.0625","0.0938","0","1","6","1","1","1","4","2","0","0","0","0","0.00","0","0.00","0","0.00","1","3","13","0.4063","33.33","19","13","59.38","10.92","47","50","15.11","0.3722","1990-02-07","20.61","20.90","4","RD","-","L","2008","-","-","-",""
"NCAA","Luke Witkowski","DY+2","23173/luke-witkowski","D","2010","32","0.0000","0.0938","0.0938","0","0","2","0","2","1","1","3","0","0","0","0","0.00","0","0.00","0","0.00","2","3","6","0.1875","66.67","8","19","29.63","- 23.15","38","34","17.92","0.3139","1990-04-14","20.42","20.71","28","WMU","6'02","R","2008","TBL (2008) - #160","TBL","TBL",""
"QMJHL","Patrick Jones","DY-1","29130/patrick-jones","F","2010","64","0.0938","0.0000","0.0938","3","3","2","6","0","0","0","0","0","0","0","0","0.00","0","0.00","35","8.57","3","6","8","0.1250","50.00","14","32","30.43","- 11.05","112","158","10.17","0.5533","1993-04-08","17.44","17.73","27","BAT","-","L","2011","-","-","-",""
"SHL","Eric Moe","DY+4","19268/eric-moe","D","2010","43","0.0465","0.0233","0.0930","0","2","4","2","0","1","3","1","0","1","0","36","0.00","18","0.00","54","0.00","0","4","11","0.2558","0.00","24","19","55.81","5.81","59","59","15.47","0.3609","1988-03-06","22.53","22.82","2","TIK","5'11","R","2006","-","-","-",""
"OHL","Jamie Wise","DY+1","25069/jamie-wise","F","2010","43","0.0930","0.0000","0.0930","3","1","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","3","4","6","0.1395","75.00","13","16","44.83","1.39","86","112","10.23","0.5455","1991-04-05","19.44","19.74","15","PBO","-","L","2009","-","-","-",""
